alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
1,0.8888888888888888,4,109,10,3,False,2,IC,4
3,1.0,1,119,20,1,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.8888888888888888,3,119,20,3,False,2,IC,4
2,0.7777777777777778,4,119,20,4,False,2,IC,4
3,1.0,1,129,30,1,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
1,0.7777777777777778,3,129,30,3,False,2,IC,4
2,0.5555555555555556,4,129,30,4,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
3,0.7777777777777778,2,139,40,1,False,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
2,0.5555555555555556,4,139,40,4,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
3,0.7777777777777778,2,149,50,1,False,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
2,0.5555555555555556,4,149,50,4,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
3,0.7777777777777778,2,159,60,1,False,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
2,0.5555555555555556,4,159,60,4,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
3,0.7777777777777778,2,169,70,1,False,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
2,0.5555555555555556,4,169,70,4,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
3,0.7777777777777778,2,179,80,1,False,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
2,0.5555555555555556,4,179,80,4,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
3,0.7777777777777778,2,189,90,1,False,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
2,0.5555555555555556,4,189,90,4,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
3,0.7777777777777778,2,199,100,1,False,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
2,0.5555555555555556,4,199,100,4,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,1.0,1,109,10,4,False,2,IC,4
3,0.8888888888888888,4,109,10,1,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.888888888888889,2,119,20,3,False,2,IC,4
3,0.8333333333333334,3,119,20,1,False,2,IC,4
2,0.7222222222222223,4,119,20,4,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
1,0.7777777777777778,2,129,30,3,False,2,IC,4
3,0.7777777777777777,3,129,30,1,False,2,IC,4
2,0.6666666666666666,4,129,30,4,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
3,0.7777777777777777,3,139,40,1,False,2,IC,4
2,0.6111111111111112,4,139,40,4,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
3,0.7777777777777777,3,149,50,1,False,2,IC,4
2,0.5555555555555556,4,149,50,4,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
3,0.7777777777777777,3,159,60,1,False,2,IC,4
2,0.5555555555555556,4,159,60,4,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
3,0.7777777777777777,3,169,70,1,False,2,IC,4
2,0.5555555555555556,4,169,70,4,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
3,0.7777777777777777,3,179,80,1,False,2,IC,4
2,0.5555555555555556,4,179,80,4,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
3,0.7777777777777777,3,189,90,1,False,2,IC,4
2,0.5555555555555556,4,189,90,4,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
3,0.7777777777777777,3,199,100,1,False,2,IC,4
2,0.5555555555555556,4,199,100,4,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,1.0,1,109,10,4,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
2,1.0,1,119,20,4,False,2,IC,4
1,0.9444444444444445,3,119,20,3,False,2,IC,4
3,0.7777777777777778,4,119,20,1,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
2,0.8888888888888888,2,129,30,4,False,2,IC,4
3,0.7777777777777778,3,129,30,1,False,2,IC,4
1,0.7777777777777778,3,129,30,3,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
2,0.8888888888888888,2,139,40,4,False,2,IC,4
1,0.7777777777777778,3,139,40,3,False,2,IC,4
3,0.6666666666666666,4,139,40,1,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
2,0.7777777777777777,3,149,50,4,False,2,IC,4
3,0.5555555555555555,4,149,50,1,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
2,0.7777777777777777,3,159,60,4,False,2,IC,4
3,0.5555555555555555,4,159,60,1,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
2,0.7777777777777777,3,169,70,4,False,2,IC,4
3,0.5555555555555555,4,169,70,1,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
2,0.7777777777777777,3,179,80,4,False,2,IC,4
3,0.5555555555555555,4,179,80,1,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
2,0.7777777777777777,3,189,90,4,False,2,IC,4
3,0.5555555555555555,4,189,90,1,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
2,0.7777777777777777,3,199,100,4,False,2,IC,4
3,0.5555555555555555,4,199,100,1,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
2,0.888888888888889,3,109,10,4,False,2,IC,4
1,0.8333333333333334,4,109,10,3,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
2,0.888888888888889,2,119,20,4,False,2,IC,4
3,0.8888888888888888,3,119,20,1,False,2,IC,4
1,0.7777777777777778,4,119,20,3,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
3,0.8888888888888888,2,129,30,1,False,2,IC,4
2,0.8333333333333334,3,129,30,4,False,2,IC,4
1,0.6666666666666666,4,129,30,3,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
3,0.8888888888888888,2,139,40,1,False,2,IC,4
2,0.7777777777777778,3,139,40,4,False,2,IC,4
1,0.5555555555555556,4,139,40,3,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
3,0.8888888888888888,2,149,50,1,False,2,IC,4
2,0.7777777777777778,3,149,50,4,False,2,IC,4
1,0.5555555555555556,4,149,50,3,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
2,0.7777777777777778,2,159,60,4,False,2,IC,4
3,0.7777777777777777,3,159,60,1,False,2,IC,4
1,0.5555555555555556,4,159,60,3,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
2,0.7777777777777778,2,169,70,4,False,2,IC,4
3,0.7777777777777777,3,169,70,1,False,2,IC,4
1,0.5555555555555556,4,169,70,3,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
2,0.7777777777777778,2,179,80,4,False,2,IC,4
3,0.7777777777777777,3,179,80,1,False,2,IC,4
1,0.5555555555555556,4,179,80,3,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
2,0.7777777777777778,2,189,90,4,False,2,IC,4
3,0.7777777777777777,3,189,90,1,False,2,IC,4
1,0.5555555555555556,4,189,90,3,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
2,0.7777777777777778,2,199,100,4,False,2,IC,4
3,0.7777777777777777,3,199,100,1,False,2,IC,4
1,0.5555555555555556,4,199,100,3,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,0.7777777777777778,4,109,10,4,False,2,IC,4
3,1.0,1,119,20,1,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.8333333333333334,3,119,20,3,False,2,IC,4
2,0.7222222222222223,4,119,20,4,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
1,0.7777777777777778,2,129,30,3,False,2,IC,4
3,0.7777777777777777,3,129,30,1,False,2,IC,4
2,0.6666666666666666,4,129,30,4,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
3,0.7777777777777777,3,139,40,1,False,2,IC,4
2,0.5555555555555556,4,139,40,4,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
3,0.7777777777777777,3,149,50,1,False,2,IC,4
2,0.5555555555555556,4,149,50,4,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
3,0.7777777777777777,3,159,60,1,False,2,IC,4
2,0.5555555555555556,4,159,60,4,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
3,0.7777777777777777,3,169,70,1,False,2,IC,4
2,0.5555555555555556,4,169,70,4,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
3,0.7777777777777777,3,179,80,1,False,2,IC,4
2,0.5555555555555556,4,179,80,4,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
3,0.7777777777777777,3,189,90,1,False,2,IC,4
2,0.5555555555555556,4,189,90,4,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
3,0.7777777777777777,3,199,100,1,False,2,IC,4
2,0.5555555555555556,4,199,100,4,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,1.0,1,109,10,4,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.9444444444444445,2,119,20,3,False,2,IC,4
2,0.888888888888889,3,119,20,4,False,2,IC,4
3,0.7777777777777778,4,119,20,1,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
1,0.8888888888888888,2,129,30,3,False,2,IC,4
2,0.7777777777777778,3,129,30,4,False,2,IC,4
3,0.6666666666666666,4,129,30,1,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
2,0.7777777777777778,2,139,40,4,False,2,IC,4
3,0.5555555555555555,4,139,40,1,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
2,0.7777777777777778,2,149,50,4,False,2,IC,4
3,0.5555555555555555,4,149,50,1,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
2,0.7777777777777778,2,159,60,4,False,2,IC,4
3,0.5555555555555555,4,159,60,1,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
2,0.7777777777777778,2,169,70,4,False,2,IC,4
3,0.5555555555555555,4,169,70,1,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
2,0.7777777777777778,2,179,80,4,False,2,IC,4
3,0.5555555555555555,4,179,80,1,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
2,0.7777777777777778,2,189,90,4,False,2,IC,4
3,0.5555555555555555,4,189,90,1,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
2,0.7777777777777778,2,199,100,4,False,2,IC,4
3,0.5555555555555555,4,199,100,1,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
1,1.0,1,100,0,2,True,2,IC,4
2,1.0,1,100,0,3,False,2,IC,4
0,0.9444444444444445,4,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
1,1.0,1,109,10,2,True,2,IC,4
2,1.0,1,109,10,3,False,2,IC,4
0,0.8333333333333334,4,109,10,4,False,2,IC,4
3,1.0,1,119,20,1,False,2,IC,4
1,1.0,1,119,20,2,True,2,IC,4
0,0.8333333333333334,3,119,20,4,False,2,IC,4
2,0.6666666666666666,4,119,20,3,False,2,IC,4
1,1.0,1,129,30,2,True,2,IC,4
3,0.7777777777777778,2,129,30,1,False,2,IC,4
0,0.7222222222222222,3,129,30,4,False,2,IC,4
2,0.6666666666666666,4,129,30,3,False,2,IC,4
1,1.0,1,139,40,2,True,2,IC,4
3,0.7777777777777778,2,139,40,1,False,2,IC,4
0,0.7222222222222222,3,139,40,4,False,2,IC,4
2,0.5555555555555556,4,139,40,3,False,2,IC,4
1,1.0,1,149,50,2,True,2,IC,4
3,0.7777777777777778,2,149,50,1,False,2,IC,4
0,0.7222222222222222,3,149,50,4,False,2,IC,4
2,0.5555555555555556,4,149,50,3,False,2,IC,4
1,1.0,1,159,60,2,True,2,IC,4
3,0.7777777777777778,2,159,60,1,False,2,IC,4
0,0.7222222222222222,3,159,60,4,False,2,IC,4
2,0.5555555555555556,4,159,60,3,False,2,IC,4
1,1.0,1,169,70,2,True,2,IC,4
3,0.7777777777777778,2,169,70,1,False,2,IC,4
0,0.7222222222222222,3,169,70,4,False,2,IC,4
2,0.5555555555555556,4,169,70,3,False,2,IC,4
1,1.0,1,179,80,2,True,2,IC,4
3,0.7777777777777778,2,179,80,1,False,2,IC,4
0,0.7222222222222222,3,179,80,4,False,2,IC,4
2,0.5555555555555556,4,179,80,3,False,2,IC,4
1,1.0,1,189,90,2,True,2,IC,4
3,0.7777777777777778,2,189,90,1,False,2,IC,4
0,0.7222222222222222,3,189,90,4,False,2,IC,4
2,0.5555555555555556,4,189,90,3,False,2,IC,4
1,1.0,1,199,100,2,True,2,IC,4
3,0.7777777777777778,2,199,100,1,False,2,IC,4
0,0.7222222222222222,3,199,100,4,False,2,IC,4
2,0.5555555555555556,4,199,100,3,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
2,1.0,1,100,0,3,False,2,IC,4
1,0.8888888888888888,4,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
2,1.0,1,109,10,3,False,2,IC,4
1,0.8888888888888888,4,109,10,4,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
3,0.888888888888889,2,119,20,1,False,2,IC,4
1,0.7777777777777777,3,119,20,4,False,2,IC,4
2,0.6666666666666666,4,119,20,3,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
3,0.7777777777777778,2,129,30,1,False,2,IC,4
1,0.6666666666666666,3,129,30,4,False,2,IC,4
2,0.6111111111111112,4,129,30,3,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
3,0.7777777777777778,2,139,40,1,False,2,IC,4
1,0.6666666666666666,3,139,40,4,False,2,IC,4
2,0.5555555555555556,4,139,40,3,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
3,0.7777777777777778,2,149,50,1,False,2,IC,4
1,0.6666666666666666,3,149,50,4,False,2,IC,4
2,0.5555555555555556,4,149,50,3,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
3,0.7777777777777778,2,159,60,1,False,2,IC,4
1,0.6666666666666666,3,159,60,4,False,2,IC,4
2,0.5555555555555556,4,159,60,3,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
3,0.7777777777777778,2,169,70,1,False,2,IC,4
1,0.6666666666666666,3,169,70,4,False,2,IC,4
2,0.5555555555555556,4,169,70,3,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
3,0.7777777777777778,2,179,80,1,False,2,IC,4
1,0.6666666666666666,3,179,80,4,False,2,IC,4
2,0.5555555555555556,4,179,80,3,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
3,0.7777777777777778,2,189,90,1,False,2,IC,4
1,0.6666666666666666,3,189,90,4,False,2,IC,4
2,0.5555555555555556,4,189,90,3,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
3,0.7777777777777778,2,199,100,1,False,2,IC,4
1,0.6666666666666666,3,199,100,4,False,2,IC,4
2,0.5555555555555556,4,199,100,3,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,0.888888888888889,4,109,10,4,False,2,IC,4
3,1.0,1,119,20,1,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.9444444444444445,3,119,20,3,False,2,IC,4
2,0.6666666666666666,4,119,20,4,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
3,0.888888888888889,2,129,30,1,False,2,IC,4
1,0.8888888888888888,3,129,30,3,False,2,IC,4
2,0.6666666666666666,4,129,30,4,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
3,0.7777777777777778,2,139,40,1,False,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
2,0.5555555555555556,4,139,40,4,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
3,0.7777777777777778,2,149,50,1,False,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
2,0.5555555555555556,4,149,50,4,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
3,0.7777777777777778,2,159,60,1,False,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
2,0.5555555555555556,4,159,60,4,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
3,0.7777777777777778,2,169,70,1,False,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
2,0.5555555555555556,4,169,70,4,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
3,0.7777777777777778,2,179,80,1,False,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
2,0.5555555555555556,4,179,80,4,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
3,0.7777777777777778,2,189,90,1,False,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
2,0.5555555555555556,4,189,90,4,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
3,0.7777777777777778,2,199,100,1,False,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
2,0.5555555555555556,4,199,100,4,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,1.0,1,100,0,4,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,0.9444444444444445,2,109,10,3,False,2,IC,4
2,0.9444444444444445,2,109,10,4,False,2,IC,4
3,0.7777777777777778,4,109,10,1,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
1,0.888888888888889,2,119,20,3,False,2,IC,4
2,0.8888888888888888,3,119,20,4,False,2,IC,4
3,0.5555555555555555,4,119,20,1,False,2,IC,4
0,1.0,1,129,30,2,True,2,IC,4
2,0.8888888888888888,2,129,30,4,False,2,IC,4
1,0.8333333333333334,3,129,30,3,False,2,IC,4
3,0.5555555555555555,4,129,30,1,False,2,IC,4
0,1.0,1,139,40,2,True,2,IC,4
1,0.7777777777777778,2,139,40,3,False,2,IC,4
2,0.7777777777777777,3,139,40,4,False,2,IC,4
3,0.5555555555555555,4,139,40,1,False,2,IC,4
0,1.0,1,149,50,2,True,2,IC,4
1,0.7777777777777778,2,149,50,3,False,2,IC,4
2,0.7777777777777777,3,149,50,4,False,2,IC,4
3,0.5555555555555555,4,149,50,1,False,2,IC,4
0,1.0,1,159,60,2,True,2,IC,4
1,0.7777777777777778,2,159,60,3,False,2,IC,4
2,0.7777777777777777,3,159,60,4,False,2,IC,4
3,0.5555555555555555,4,159,60,1,False,2,IC,4
0,1.0,1,169,70,2,True,2,IC,4
1,0.7777777777777778,2,169,70,3,False,2,IC,4
2,0.7777777777777777,3,169,70,4,False,2,IC,4
3,0.5555555555555555,4,169,70,1,False,2,IC,4
0,1.0,1,179,80,2,True,2,IC,4
1,0.7777777777777778,2,179,80,3,False,2,IC,4
2,0.7777777777777777,3,179,80,4,False,2,IC,4
3,0.5555555555555555,4,179,80,1,False,2,IC,4
0,1.0,1,189,90,2,True,2,IC,4
1,0.7777777777777778,2,189,90,3,False,2,IC,4
2,0.7777777777777777,3,189,90,4,False,2,IC,4
3,0.5555555555555555,4,189,90,1,False,2,IC,4
0,1.0,1,199,100,2,True,2,IC,4
1,0.7777777777777778,2,199,100,3,False,2,IC,4
2,0.7777777777777777,3,199,100,4,False,2,IC,4
3,0.5555555555555555,4,199,100,1,False,2,IC,4
0,1.0,1,100,0,1,False,2,IC,4
1,1.0,1,100,0,2,True,2,IC,4
2,1.0,1,100,0,3,False,2,IC,4
3,0.9444444444444445,4,100,0,4,False,2,IC,4
0,1.0,1,109,10,1,False,2,IC,4
1,1.0,1,109,10,2,True,2,IC,4
2,1.0,1,109,10,3,False,2,IC,4
3,0.7777777777777778,4,109,10,4,False,2,IC,4
1,1.0,1,119,20,2,True,2,IC,4
2,1.0,1,119,20,3,False,2,IC,4
0,0.8888888888888888,3,119,20,1,False,2,IC,4
3,0.7777777777777778,4,119,20,4,False,2,IC,4
1,1.0,1,129,30,2,True,2,IC,4
2,1.0,1,129,30,3,False,2,IC,4
0,0.8888888888888888,3,129,30,1,False,2,IC,4
3,0.6111111111111112,4,129,30,4,False,2,IC,4
1,1.0,1,139,40,2,True,2,IC,4
2,1.0,1,139,40,3,False,2,IC,4
0,0.7777777777777777,3,139,40,1,False,2,IC,4
3,0.5555555555555556,4,139,40,4,False,2,IC,4
1,1.0,1,149,50,2,True,2,IC,4
2,0.7777777777777778,2,149,50,3,False,2,IC,4
0,0.7777777777777777,3,149,50,1,False,2,IC,4
3,0.5555555555555556,4,149,50,4,False,2,IC,4
1,1.0,1,159,60,2,True,2,IC,4
2,0.7777777777777778,2,159,60,3,False,2,IC,4
0,0.7777777777777777,3,159,60,1,False,2,IC,4
3,0.5555555555555556,4,159,60,4,False,2,IC,4
1,1.0,1,169,70,2,True,2,IC,4
2,0.7777777777777778,2,169,70,3,False,2,IC,4
0,0.7777777777777777,3,169,70,1,False,2,IC,4
3,0.5555555555555556,4,169,70,4,False,2,IC,4
1,1.0,1,179,80,2,True,2,IC,4
2,0.7777777777777778,2,179,80,3,False,2,IC,4
0,0.7777777777777777,3,179,80,1,False,2,IC,4
3,0.5555555555555556,4,179,80,4,False,2,IC,4
1,1.0,1,189,90,2,True,2,IC,4
2,0.7777777777777778,2,189,90,3,False,2,IC,4
0,0.7777777777777777,3,189,90,1,False,2,IC,4
3,0.5555555555555556,4,189,90,4,False,2,IC,4
1,1.0,1,199,100,2,True,2,IC,4
2,0.7777777777777778,2,199,100,3,False,2,IC,4
0,0.7777777777777777,3,199,100,1,False,2,IC,4
3,0.5555555555555556,4,199,100,4,False,2,IC,4
0,1.0,1,100,0,1,False,2,IC,4
1,1.0,1,100,0,2,True,2,IC,4
2,1.0,1,100,0,3,False,2,IC,4
3,0.9444444444444445,4,100,0,4,False,2,IC,4
1,1.0,1,109,10,2,True,2,IC,4
2,1.0,1,109,10,3,False,2,IC,4
0,0.9444444444444445,3,109,10,1,False,2,IC,4
3,0.8333333333333334,4,109,10,4,False,2,IC,4
1,1.0,1,119,20,2,True,2,IC,4
2,0.9444444444444445,2,119,20,3,False,2,IC,4
3,0.8333333333333334,3,119,20,4,False,2,IC,4
0,0.6666666666666666,4,119,20,1,False,2,IC,4
1,1.0,1,129,30,2,True,2,IC,4
3,0.7777777777777778,2,129,30,4,False,2,IC,4
2,0.7777777777777778,2,129,30,3,False,2,IC,4
0,0.5555555555555555,4,129,30,1,False,2,IC,4
1,1.0,1,139,40,2,True,2,IC,4
2,0.7777777777777778,2,139,40,3,False,2,IC,4
3,0.7222222222222223,3,139,40,4,False,2,IC,4
0,0.5555555555555555,4,139,40,1,False,2,IC,4
1,1.0,1,149,50,2,True,2,IC,4
2,0.7777777777777778,2,149,50,3,False,2,IC,4
3,0.7222222222222223,3,149,50,4,False,2,IC,4
0,0.5555555555555555,4,149,50,1,False,2,IC,4
1,1.0,1,159,60,2,True,2,IC,4
2,0.7777777777777778,2,159,60,3,False,2,IC,4
3,0.7222222222222223,3,159,60,4,False,2,IC,4
0,0.5555555555555555,4,159,60,1,False,2,IC,4
1,1.0,1,169,70,2,True,2,IC,4
2,0.7777777777777778,2,169,70,3,False,2,IC,4
3,0.7222222222222223,3,169,70,4,False,2,IC,4
0,0.5555555555555555,4,169,70,1,False,2,IC,4
1,1.0,1,179,80,2,True,2,IC,4
2,0.7777777777777778,2,179,80,3,False,2,IC,4
3,0.7222222222222223,3,179,80,4,False,2,IC,4
0,0.5555555555555555,4,179,80,1,False,2,IC,4
1,1.0,1,189,90,2,True,2,IC,4
2,0.7777777777777778,2,189,90,3,False,2,IC,4
3,0.7222222222222223,3,189,90,4,False,2,IC,4
0,0.5555555555555555,4,189,90,1,False,2,IC,4
1,1.0,1,199,100,2,True,2,IC,4
2,0.7777777777777778,2,199,100,3,False,2,IC,4
3,0.7222222222222223,3,199,100,4,False,2,IC,4
0,0.5555555555555555,4,199,100,1,False,2,IC,4
3,1.0,1,100,0,1,False,2,IC,4
0,1.0,1,100,0,2,True,2,IC,4
1,1.0,1,100,0,3,False,2,IC,4
2,0.888888888888889,4,100,0,4,False,2,IC,4
3,1.0,1,109,10,1,False,2,IC,4
0,1.0,1,109,10,2,True,2,IC,4
1,1.0,1,109,10,3,False,2,IC,4
2,0.888888888888889,4,109,10,4,False,2,IC,4
0,1.0,1,119,20,2,True,2,IC,4
2,0.888888888888889,2,119,20,4,False,2,IC,4
1,0.8888888888888888,3,119,20,3,False,2,IC,4
3,0.7777777777777778,4,119,20,1,False,2,IC,4
